|id   |provider    |sport_code|external_player_id|player_name                     |birth_date|nationality           |external_team_id|season|raw_payload_id|is_active|created_at                   |updated_at                   |first_name            |last_name             |short_name|position_code|height_cm|weight_kg|preferred_foot|external_league_id|team_name      |league_name |source_endpoint|
|121  |api_football|football  |19674             |W. Vaulks                       |1993-09-13|Wales                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|36   |api_football|football  |196843            |C. Dalle Mura                   |2002-02-02|Italy                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|425  |api_football|football  |196855            |J. Anthony                      |1999-12-01|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|3,021|api_football|football  |197012            |Valdir Júnior                   |2000-05-22|Brazil                |4662            |2024  |11            |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Valdir                |Júnior Botelho Correia|          |Defender     |185      |81       |              |95                |União de Leiria|Segunda Liga|/players       |
|210  |api_football|football  |1972              |L. Karius                       |1993-06-22|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|371  |api_football|football  |19744             |K. Jackson                      |1994-02-22|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|468  |api_football|football  |197448            |Yan Couto                       |2002-06-03|Brazil                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|203  |api_football|football  |19772             |A. Connolly                     |2000-01-28|Republic of Ireland   |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|179  |api_football|football  |197800            |Unai Ropero                     |2001-11-20|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|324  |api_football|football  |19804             |K. Moore                        |1992-08-08|Wales                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|30   |api_football|football  |20110             |S. Baptiste                     |1998-04-08|Grenada               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|317  |api_football|football  |20224             |A. Lonergan                     |1983-10-19|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|267  |api_football|football  |202558            |F. Roggow                       |2002-07-14|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|387  |api_football|football  |202696            |I. Matanović                    |2003-03-31|Croatia               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|334  |api_football|football  |202728            |L. Laux                         |2002-10-14|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|402  |api_football|football  |202844            |N. Weißhaupt                    |2001-09-20|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|379  |api_football|football  |202884            |K. Ezekwem                      |2001-06-19|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|190  |api_football|football  |20299             |G. Docherty                     |1996-09-10|Scotland              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|158  |api_football|football  |20310             |T. Campbell                     |1999-12-28|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|115  |api_football|football  |203297            |N. Sauter                       |2003-04-06|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|264  |api_football|football  |203332            |L. Denk                         |2003-03-02|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|136  |api_football|football  |203377            |J. Hettwer                      |2003-06-15|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|173  |api_football|football  |204037            |Costinha                        |2000-03-26|Portugal              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|303  |api_football|football  |20568             |A. Letellier                    |1990-12-11|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|460  |api_football|football  |2059              |W. Ben Yedder                   |1990-08-12|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|470  |api_football|football  |20600             |R. Perraud                      |1997-09-22|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|89   |api_football|football  |206260            |Lucas Cañizares                 |2002-05-10|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|463  |api_football|football  |2063              |André Silva                     |1995-11-06|Portugal              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|104  |api_football|football  |20696             |P. Gueye                        |1999-01-24|Senegal               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|21   |api_football|football  |20833             |L. Leroy                        |2000-02-14|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|423  |api_football|football  |20848             |S. Laiton                       |2000-01-28|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|454  |api_football|football  |20867             |Y. Begraoui                     |2001-07-04|Morocco               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|2    |api_football|football  |2107              |Z. Vanheusden                   |1999-07-29|Belgium               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|421  |api_football|football  |21393             |S. Guirassy                     |1996-03-12|Guinea                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|357  |api_football|football  |21701             |V. Rosier                       |1996-08-19|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|312  |api_football|football  |22219             |A. Jakubech                     |1997-01-02|Slovakia              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|252  |api_football|football  |22233             |B. Soumaré                      |1999-02-27|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|123  |api_football|football  |22260             |I. Sissoko                      |1997-10-27|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|373  |api_football|football  |2273              |Kepa                            |1994-10-03|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|51   |api_football|football  |237066            |Rafa Marín                      |2002-05-19|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|3,059|api_football|football  |237110            |M. Opeyemi                      |2003-08-11|Nigeria               |810             |2024  |9             |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Monsuru Abdulsalam    |Opeyemi               |          |Attacker     |171      |63       |              |95                |Vizela         |Segunda Liga|/players       |
|3,060|api_football|football  |237133            |D. Daniels                      |2002-01-07|Netherlands           |244             |2024  |9             |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Djenairo Gillian Noell|Daniels               |          |Attacker     |188      |76       |              |95                |Leixoes        |Segunda Liga|/players       |
|182  |api_football|football  |237174            |Álvaro Carrillo                |2002-04-06|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|84   |api_football|football  |237224            |Edmilson Cambila                |2002-05-16|Angola                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|467  |api_football|football  |237268            |F. Rinaldi                      |2002-12-04|Italy                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|308  |api_football|football  |238507            |Lucão                           |2000-05-29|Brazil                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|254  |api_football|football  |24207             |S. Diarra                       |1998-12-09|Côte d'Ivoire         |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|157  |api_football|football  |24288             |M. Bayo                         |1998-06-04|Guinea                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|194  |api_football|football  |2468              |G. Montiel                      |1997-01-01|Argentina             |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|186  |api_football|football  |2475              |R. Pereyra                      |1991-01-07|Argentina             |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|385  |api_football|football  |24842             |L. Maloney                      |1999-10-08|USA                   |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|274  |api_football|football  |2495              |D. Zapata                       |1991-04-01|Colombia              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|394  |api_football|football  |25061             |A. Bella-Kotchap                |2001-12-11|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|62   |api_football|football  |25387             |Walace                          |1995-04-04|Brazil                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|378  |api_football|football  |25917             |R. Baku                         |1998-04-08|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|94   |api_football|football  |2598              |R. Dōan                         |1998-06-16|Japan                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|409  |api_football|football  |260               |C. Dagba                        |1998-09-09|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|253  |api_football|football  |263               |L. Kurzawa                      |1992-09-04|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|351  |api_football|football  |26395             |P. Drewes                       |1993-02-04|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|175  |api_football|football  |264474            |S. Boccia                       |2001-06-06|Italy                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|143  |api_football|football  |265712            |Blondy Rudolph Nna Noukeu       |2001-05-31|Cameroon              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|224  |api_football|football  |265820            |Y. Ayari                        |2003-10-06|Sweden                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|359  |api_football|football  |266185            |M. Compagnon                    |2001-11-06|Italy                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|113  |api_football|football  |266657            |Sávio                           |2004-04-10|Brazil                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|3,083|api_football|football  |266690            |B. Godwin                       |2001-12-05|Nigeria               |244             |2024  |9             |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Bright Osuoha         |Godwin                |          |Defender     |         |         |              |95                |Leixoes        |Segunda Liga|/players       |
|231  |api_football|football  |266814            |Y. Cathline                     |2002-07-22|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|457  |api_football|football  |2671              |Jaime Mata                       |1988-10-24|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|258  |api_football|football  |2699              |S. Ghoddos                       |1993-09-06|Iran                  |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|247  |api_football|football  |2700              |A. Jahanbakhsh                   |1993-08-11|Iran                  |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|96   |api_football|football  |2704              |Y. Abdelhamid                    |1987-09-28|Morocco               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|103  |api_football|football  |270516            |Peter                            |2002-07-25|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|346  |api_football|football  |272540            |D. Nunumete                      |2002-01-28|Netherlands           |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|439  |api_football|football  |272695            |Z. Buurmeester                   |2002-06-07|Netherlands           |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|184  |api_football|football  |273361            |S. van Ottele                    |2002-02-02|Netherlands           |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|366  |api_football|football  |2741              |M. Ryan                          |1992-04-08|Australia             |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|66   |api_football|football  |274278            |I. Baldé                         |2003-01-17|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|148  |api_football|football  |276554            |C. Keita                         |2003-04-02|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|401  |api_football|football  |277046            |M. Koné                          |2002-03-07|Côte d'Ivoire         |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|3,097|api_football|football  |277991            |Ricardo Teixeira                 |2001-06-07|Portugal              |229             |2024  |10            |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Ricardo Jorge         |Martins Teixeira              |          |Defender     |188      |80       |              |95                |Benfica B      |Segunda Liga|/players       |
|41   |api_football|football  |278               |Kylian Mbappé                    |1998-12-20|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|3,099|api_football|football  |278076            |M. Odubeko                       |2002-10-21|Republic of Ireland   |214             |2024  |9             |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Ademipo Ibrahim       |Odubeko                       |          |Attacker     |181      |         |              |95                |Maritimo       |Segunda Liga|/players       |
|100  |api_football|football  |278088            |C. Rushworth                     |2001-07-02|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|77   |api_football|football  |278113            |D. Robson                        |2002-01-22|Wales                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|298  |api_football|football  |278123            |S. Revan                         |2003-07-14|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|3,103|api_football|football  |278334            |Vitinho                          |2002-06-25|Brazil                |4724            |2024  |11            |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Victor Hugo           |Baptista Mafra                |          |Midfielder   |168      |70       |              |95                |Alverca        |Segunda Liga|/players       |
|118  |api_football|football  |279599            |Kiko Vilas Boas                  |1999-09-08|Portugal              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|383  |api_football|football  |279792            |Vinícius Tobias                  |2004-02-23|Brazil                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|117  |api_football|football  |279802            |Pedro Lima                       |2003-03-27|Brazil                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|86   |api_football|football  |279820            |Victor Bobsin                    |2000-01-12|Brazil                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|323  |api_football|football  |279866            |J. Löpping                       |2003-06-20|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|441  |api_football|football  |280091            |T. Oermann                       |2003-10-06|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|198  |api_football|football  |280317            |N. Ohio                          |2003-01-16|Netherlands           |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|43   |api_football|football  |280339            |A. Sieb                          |2003-02-17|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|216  |api_football|football  |280429            |T. Hülsmann                      |2004-04-11|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|59   |api_football|football  |280431            |S. Fofana                        |2003-05-16|Togo                  |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|131  |api_football|football  |281141            |Rui Pedro Pereira Morgado        |2002-05-20|Portugal              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|335  |api_football|football  |281408            |Vítinha                          |2000-03-15|Portugal              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|213  |api_football|football  |281409            |Edu                              |2001-01-14|Portugal              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|240  |api_football|football  |281975            |Val Adedokun                     |2003-02-14|Republic of Ireland   |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|280  |api_football|football  |282124            |D. Gyabi                         |2004-02-18|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|279  |api_football|football  |2824              |N. Maksimović                    |1995-01-26|Serbia                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|446  |api_football|football  |283304            |Théo Fonseca                     |2000-06-11|Portugal              |4744            |2024  |9             |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|Théo Luís             |Fonseca                       |          |Attacker     |178      |75       |              |95                |Felgueiras 1932|Segunda Liga|/players       |
|88   |api_football|football  |284242            |O. Forson                        |2004-07-20|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|85   |api_football|football  |284293            |E. Taylor                        |2003-04-14|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|462  |api_football|football  |284408            |S. Perkins                       |2004-02-10|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|150  |api_football|football  |284466            |C. Patino                        |2003-10-17|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|191  |api_football|football  |284500            |T. Iroegbunam                    |2003-06-30|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|265  |api_football|football  |284502            |James Lannin-Sweet               |2004-11-03|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|396  |api_football|football  |284536            |J. Knightbridge                  |2004-01-25|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|320  |api_football|football  |284540            |Mauro Bandeira                   |2004-04-19|Portugal              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|266  |api_football|football  |284570            |B. Norton-Cuffy                  |2004-01-12|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|40   |api_football|football  |285               |K. Hoever                        |2002-01-18|Netherlands           |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
|3    |api_football|football  |285909            |Pablo Torre                      |2003-04-03|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                              |          |             |         |         |              |                  |               |            |               |
