|table_schema|table_name|ordinal_position|column_name|data_type|udt_name|is_nullable|column_default|
|staging|v_api_football_leagues_latest_enriched|12|fetched_at|timestamp with time zone|timestamptz|YES||
|staging|v_api_football_leagues_latest_enriched|13|country_id|integer|int4|YES||
|staging|v_api_football_leagues_latest_enriched|14|continent_code|character varying|varchar|YES||
|staging|v_api_football_leagues_run103|1|run_id|bigint|int8|YES||
|staging|v_api_football_leagues_run103|2|league_id|integer|int4|YES||
|staging|v_api_football_leagues_run103|3|season|integer|int4|YES||
|staging|v_api_football_leagues_run103|4|name|text|text|YES||
|staging|v_api_football_leagues_run103|5|type|text|text|YES||
|staging|v_api_football_leagues_run103|6|country|text|text|YES||
|staging|v_api_football_leagues_run103|7|country_code|text|text|YES||
|staging|v_api_football_leagues_run103|8|is_cup|boolean|bool|YES||
|staging|v_api_football_leagues_run103|9|is_international|boolean|bool|YES||
|staging|v_api_football_leagues_run103|10|logo|text|text|YES||
|staging|v_api_football_leagues_run103|11|raw|jsonb|jsonb|YES||
|staging|v_api_football_leagues_run103|12|fetched_at|timestamp with time zone|timestamptz|YES||
|staging|v_api_hockey_leagues_latest|1|run_id|bigint|int8|YES||
|staging|v_api_hockey_leagues_latest|2|fetched_at|timestamp with time zone|timestamptz|YES||
|staging|v_api_hockey_leagues_latest|3|league_id|integer|int4|YES||
|staging|v_api_hockey_leagues_latest|4|season|integer|int4|YES||
|staging|v_api_hockey_leagues_latest|5|name|text|text|YES||
|staging|v_api_hockey_leagues_latest|6|type|text|text|YES||
|staging|v_api_hockey_leagues_latest|7|country|text|text|YES||
|staging|v_api_hockey_leagues_latest|8|country_code|text|text|YES||
|staging|v_api_hockey_leagues_latest|9|logo|text|text|YES||
|staging|v_api_hockey_leagues_latest|10|is_cup|boolean|bool|YES||
|staging|v_api_hockey_leagues_latest|11|is_international|boolean|bool|YES||
|staging|v_api_hockey_leagues_latest|12|raw|jsonb|jsonb|YES||
|staging|v_api_tennis_leagues_latest|1|id|bigint|int8|YES||
|staging|v_api_tennis_leagues_latest|2|run_id|bigint|int8|YES||
|staging|v_api_tennis_leagues_latest|3|provider|text|text|YES||
|staging|v_api_tennis_leagues_latest|4|sport_code|text|text|YES||
|staging|v_api_tennis_leagues_latest|5|provider_league_id|text|text|YES||
|staging|v_api_tennis_leagues_latest|6|season|text|text|YES||
|staging|v_api_tennis_leagues_latest|7|name|text|text|YES||
|staging|v_api_tennis_leagues_latest|8|category|text|text|YES||
|staging|v_api_tennis_leagues_latest|9|gender|text|text|YES||
|staging|v_api_tennis_leagues_latest|10|surface|text|text|YES||
|staging|v_api_tennis_leagues_latest|11|country|text|text|YES||
|staging|v_api_tennis_leagues_latest|12|is_active|boolean|bool|YES||
|staging|v_api_tennis_leagues_latest|13|raw_payload|jsonb|jsonb|YES||
|staging|v_api_tennis_leagues_latest|14|parsed_at|timestamp with time zone|timestamptz|YES||
|staging|v_api_tennis_leagues_latest|15|created_at|timestamp with time zone|timestamptz|YES||
|staging|v_api_tennis_leagues_latest|16|updated_at|timestamp with time zone|timestamptz|YES||
