|id    |sport_id|name                                                |country             |ext_source   |ext_league_id|ext_csv_code|theodds_key                      |enabled_theodds|country_id|tier|is_cup|is_international|created_at                   |updated_at                   |
|21,300|1       |Provincial - West-Vlaanderen                        |Belgium             |api_football |161          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,301|1       |Ligue 1                                             |Burkina-Faso        |api_football |423          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,302|1       |Ligue 1                                             |Congo-DR            |api_football |424          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,303|1       |Third NL - Istok                                    |Croatia             |api_football |213          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,304|1       |Third NL - Jug                                      |Croatia             |api_football |214          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,305|1       |Third NL - Sjever                                   |Croatia             |api_football |215          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,306|1       |Third NL - Sredite                                  |Croatia             |api_football |216          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,307|1       |Third NL - Zapad                                    |Croatia             |api_football |217          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,309|1       |League 349                                          |                    |api_football |349          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-03-04 09:36:29.584 +0100|
|21,310|1       |4. liga - Divizie A                                 |Czech-Republic      |api_football |350          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,311|1       |4. liga - Divizie B                                 |Czech-Republic      |api_football |351          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,312|1       |4. liga - Divizie C                                 |Czech-Republic      |api_football |352          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,313|1       |4. liga - Divizie D                                 |Czech-Republic      |api_football |353          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,314|1       |4. liga - Divizie E                                 |Czech-Republic      |api_football |354          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,315|1       |National League - North                             |England             |api_football |50           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,316|1       |National League - South                             |England             |api_football |51           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,317|1       |FAI President's Cup                                 |Ireland             |api_football |546          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,318|1       |Non League Div One - Isthmian North                 |England             |api_football |52           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,319|1       |Non League Div One - Isthmian South Central         |England             |api_football |53           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,320|1       |Non League Div One - Northern West                  |England             |api_football |54           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,321|1       |Non League Div One - Northern Midlands              |England             |api_football |55           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,322|1       |Non League Div One - Southern South                 |England             |api_football |56           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,323|1       |Non League Div One - Isthmian South East            |England             |api_football |57           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,324|1       |Non League Premier - Isthmian                       |England             |api_football |58           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,325|1       |Non League Premier - Northern                       |England             |api_football |59           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,326|1       |Non League Premier - Southern South                 |England             |api_football |60           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,327|1       |Derde Divisie - Saturday                            |Netherlands         |api_football |92           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,328|1       |Derde Divisie - Sunday                              |Netherlands         |api_football |93           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,330|1       |Cup                                                 |Vietnam             |api_football |341          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,331|1       |Youth Championship                                  |Russia              |api_football |238          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,332|1       |Regionalliga - Bayern                               |Germany             |api_football |83           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,333|1       |Regionalliga - Nord                                 |Germany             |api_football |84           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,334|1       |Regionalliga - Nordost                              |Germany             |api_football |85           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,335|1       |Regionalliga - SudWest                              |Germany             |api_football |86           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,336|1       |Regionalliga - West                                 |Germany             |api_football |87           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,337|1       |Serie D - Girone A                                  |Italy               |api_football |426          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,338|1       |Serie D - Girone B                                  |Italy               |api_football |427          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,339|1       |Serie D - Girone C                                  |Italy               |api_football |428          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,340|1       |Serie D - Girone D                                  |Italy               |api_football |429          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,341|1       |Serie D - Girone E                                  |Italy               |api_football |430          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,342|1       |Serie D - Girone F                                  |Italy               |api_football |431          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,343|1       |Serie D - Girone G                                  |Italy               |api_football |432          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,344|1       |Serie D - Girone H                                  |Italy               |api_football |433          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,345|1       |Serie D - Girone I                                  |Italy               |api_football |434          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,346|1       |Primera Divisi?n RFEF - Group 1                     |Spain               |api_football |435          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,347|1       |Primera Divisi?n RFEF - Group 2                     |Spain               |api_football |436          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,348|1       |Primera Divisi?n RFEF - Group 3                     |Spain               |api_football |437          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,349|1       |Primera Divisi?n RFEF - Group 4                     |Spain               |api_football |438          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,350|1       |Tercera Divisi?n RFEF - Group 1                     |Spain               |api_football |439          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,351|1       |Tercera Divisi?n RFEF - Group 2                     |Spain               |api_football |440          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,352|1       |Tercera Divisi?n RFEF - Group 3                     |Spain               |api_football |441          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,353|1       |Tercera Divisi?n RFEF - Group 4                     |Spain               |api_football |442          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,354|1       |Tercera Divisi?n RFEF - Group 5                     |Spain               |api_football |443          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,355|1       |Srpska Liga - East                                  |Serbia              |api_football |574          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,356|1       |Tercera Divisi?n RFEF - Group 6                     |Spain               |api_football |444          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,357|1       |Tercera Divisi?n RFEF - Group 7                     |Spain               |api_football |445          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,358|1       |Tercera Divisi?n RFEF - Group 8                     |Spain               |api_football |446          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,359|1       |Tercera Divisi?n RFEF - Group 9                     |Spain               |api_football |447          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,360|1       |Tercera Divisi?n RFEF - Group 10                    |Spain               |api_football |448          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,361|1       |Tercera Divisi?n RFEF - Group 11                    |Spain               |api_football |449          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,362|1       |Tercera Divisi?n RFEF - Group 12                    |Spain               |api_football |450          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,363|1       |Tercera Divisi?n RFEF - Group 13                    |Spain               |api_football |451          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,364|1       |Tercera Divisi?n RFEF - Group 14                    |Spain               |api_football |452          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,365|1       |Tercera Divisi?n RFEF - Group 15                    |Spain               |api_football |453          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,366|1       |Tercera Divisi?n RFEF - Group 16                    |Spain               |api_football |454          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,367|1       |Tercera Divisi?n RFEF - Group 17                    |Spain               |api_football |455          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,368|1       |Tercera Divisi?n RFEF - Group 18                    |Spain               |api_football |456          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,369|1       |Campeonato de Portugal Prio - Group A               |Portugal            |api_football |457          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,370|1       |Campeonato de Portugal Prio - Group B               |Portugal            |api_football |458          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,371|1       |Campeonato de Portugal Prio - Group C               |Portugal            |api_football |459          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,372|1       |Campeonato de Portugal Prio - Group D               |Portugal            |api_football |460          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,373|1       |National 3 - Group A                                |France              |api_football |461          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,374|1       |National 3 - Group B                                |France              |api_football |462          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,375|1       |National 3 - Group C                                |France              |api_football |463          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,376|1       |National 3 - Group D                                |France              |api_football |464          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,377|1       |National 3 - Group E                                |France              |api_football |465          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,378|1       |National 3 - Group F                                |France              |api_football |466          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,379|1       |National 3 - Group H                                |France              |api_football |467          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,380|1       |National 3 - Group I                                |France              |api_football |468          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,381|1       |National 3 - Group J                                |France              |api_football |469          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,382|1       |National 3 - Group K                                |France              |api_football |470          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,383|1       |First Amateur Division                              |Belgium             |api_football |487          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,384|1       |National 3 - Group L                                |France              |api_football |471          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,385|1       |National 3 - Group M                                |France              |api_football |472          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,386|1       |2. Division - Group 1                               |Norway              |api_football |473          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,387|1       |2. Division - Group 2                               |Norway              |api_football |474          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,388|1       |Frauenliga                                          |Austria             |api_football |484          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,389|1       |Federation Cup                                      |Bahrain             |api_football |485          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,390|1       |Coppa                                               |Belarus             |api_football |486          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,391|1       |USL League One                                      |USA                 |api_football |489          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,393|1       |Copa Paraguay                                       |Paraguay            |api_football |501          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,394|1       |Copa Bicentenario                                   |Peru                |api_football |502          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,395|1       |Copa Per?                                           |Peru                |api_football |503          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,396|1       |8 Cup                                               |South-Africa        |api_football |509          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,397|1       |Ligue A                                             |Burundi             |api_football |566          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,398|1       |Srpska Liga - Belgrade                              |Serbia              |api_football |572          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,399|1       |Srpska Liga - Vojvodina                             |Serbia              |api_football |573          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,400|1       |Srpska Liga - West                                  |Serbia              |api_football |575          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,401|1       |Gamma Ethniki - Group 1                             |Greece              |api_football |576          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,402|1       |Gamma Ethniki - Group 2                             |Greece              |api_football |577          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,403|1       |Gamma Ethniki - Group 3                             |Greece              |api_football |578          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,404|1       |Gamma Ethniki - Group 4                             |Greece              |api_football |579          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,405|1       |Gamma Ethniki - Group 5                             |Greece              |api_football |580          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,406|1       |Gamma Ethniki - Group 6                             |Greece              |api_football |581          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,407|1       |Baiano - 2                                          |Brazil              |api_football |613          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,408|1       |Gamma Ethniki - Group 7                             |Greece              |api_football |582          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,409|1       |Gamma Ethniki - Group 8                             |Greece              |api_football |583          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,410|1       |World Cup - U17                                     |World               |api_football |587          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,411|1       |A Division                                          |Nepal               |api_football |590          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,412|1       |1. Liga Classic - Group 1                           |Switzerland         |api_football |599          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,413|1       |1. Liga Classic - Group 2                           |Switzerland         |api_football |600          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,414|1       |1. Liga Classic - Group 3                           |Switzerland         |api_football |601          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,415|1       |Cearense - 2                                        |Brazil              |api_football |620          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,416|1       |Carioca - 2                                         |Brazil              |api_football |625          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,417|1       |NB III - Northeast                                  |Hungary             |api_football |633          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,418|1       |NB III - Southwest                                  |Hungary             |api_football |634          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,419|1       |NB III - Northwest                                  |Hungary             |api_football |635          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,420|1       |NWSL Women                                          |USA                 |api_football |254          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,421|1       |Pacific Coast Soccer League                         |Canada              |api_football |260          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,422|1       |New South Wales NPL                                 |Australia           |api_football |192          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,423|1       |South Australia NPL                                 |Australia           |api_football |194          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,424|1       |Victoria NPL                                        |Australia           |api_football |195          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,425|1       |Western Australia NPL                               |Australia           |api_football |196          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,580|1       |Super Cup                                           |Poland              |api_football |727          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,430|1       |League 518                                          |                    |api_football |518          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-03-04 09:36:29.584 +0100|
|21,428|1       |U21 League 1                                        |Algeria             |api_football |515          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,429|1       |Trofeo de Campeones de la Superliga                 |Argentina           |api_football |517          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,431|1       |NISA                                                |USA                 |api_football |523          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,432|1       |UEFA Champions League Women                         |World               |api_football |525          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,433|1       |CAF Super Cup                                       |World               |api_football |533          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,434|1       |CONCACAF Caribbean Club Shield                      |World               |api_football |534          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,435|1       |Queensland NPL                                      |Australia           |api_football |482          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,436|1       |Liga 2                                              |Indonesia           |api_football |275          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,438|1       |Copa Chile                                          |Chile               |api_football |267          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,439|1       |FA Cup                                              |China               |api_football |171          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,440|1       |Copa Colombia                                       |Colombia            |api_football |241          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,441|1       |Cup                                                 |Belgium             |api_football |147          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,442|1       |Cup                                                 |Iceland             |api_football |167          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,443|1       |League Cup                                          |Iceland             |api_football |168          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,444|1       |FAI Cup                                             |Ireland             |api_football |359          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,445|1       |League Cup                                          |Ireland             |api_football |360          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,446|1       |Toto Cup Ligat Al                                   |Israel              |api_football |385          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,447|1       |Copa MX                                             |Mexico              |api_football |264          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,448|1       |CONMEBOL Sudamericana                               |World               |api_football |11           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,449|1       |CAF Champions League                                |World               |api_football |12           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,450|1       |CONMEBOL Libertadores                               |World               |api_football |13           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,451|1       |Schweizer Cup                                       |Switzerland         |api_football |209          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,452|1       |Svenska Cupen                                       |Sweden              |api_football |115          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,453|1       |Cup                                                 |Slovenia            |api_football |375          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,454|1       |FA Cup                                              |Scotland            |api_football |181          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,455|1       |Challenge Cup                                       |Scotland            |api_football |182          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,456|1       |Cup                                                 |Russia              |api_football |237          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,457|1       |Ta?a da Liga                                        |Portugal            |api_football |97           |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
