|id   |sport_code|canonical_league_id|provider    |provider_league_id|season|enabled|tier|fixtures_days_back|fixtures_days_forward|odds_days_forward|max_requests_per_run|notes                                       |created_at                   |updated_at                   |run_group           |
|891  |football  |21,084             |api_football |240               |      |false  |4   |7                 |14                   |3                |1                   |Primera B                                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|893  |football  |21,087             |api_football |146               |      |false  |4   |7                 |14                   |3                |1                   |Super League Women                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|894  |football  |21,088             |api_football |74                |      |false  |4   |7                 |14                   |3                |1                   |Brasileiro Women                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|895  |football  |21,089             |api_football |44                |      |false  |4   |7                 |14                   |3                |1                   |FA WSL                                              |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|896  |football  |21,091             |api_football |139               |      |false  |4   |7                 |14                   |3                |1                   |Serie A Women                                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|897  |football  |21,092             |api_football |91                |      |false  |4   |7                 |14                   |3                |1                   |Eredivisie Women                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|898  |football  |21,093             |api_football |142               |      |false  |4   |7                 |14                   |3                |1                   |Primera Divisi?n Femenina                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|899  |football  |21,094             |api_football |130               |      |false  |4   |7                 |14                   |3                |1                   |Copa Argentina                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|900  |football  |21,095             |api_football |190               |      |false  |4   |7                 |14                   |3                |1                   |A-League Women                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|902  |football  |21,098             |api_football |251               |      |false  |4   |7                 |14                   |3                |1                   |Division Intermedia                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|903  |football  |21,102             |api_football |262               |      |false  |4   |7                 |14                   |3                |1                   |Liga MX                                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|918  |football  |21,121             |api_football |308               |      |false  |4   |7                 |14                   |3                |1                   |Division 1                                          |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|919  |football  |21,122             |api_football |309               |      |false  |4   |7                 |14                   |3                |1                   |Division 2                                          |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|920  |football  |21,123             |api_football |514               |      |false  |4   |7                 |14                   |3                |1                   |Coupe Nationale                                     |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|921  |football  |21,124             |api_football |521               |      |false  |4   |7                 |14                   |3                |1                   |Amapaense                                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|922  |football  |21,125             |api_football |522               |      |false  |4   |7                 |14                   |3                |1                   |Amazonense                                          |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|923  |football  |21,126             |api_football |524               |      |false  |4   |7                 |14                   |3                |1                   |Olympics Women                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|924  |football  |21,127             |api_football |531               |      |false  |4   |7                 |14                   |3                |1                   |UEFA Super Cup                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|925  |football  |21,128             |api_football |543               |      |false  |4   |7                 |14                   |3                |1                   |Super Cup                                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|926  |football  |21,129             |api_football |550               |      |false  |4   |7                 |14                   |3                |1                   |Super Cup                                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|927  |football  |21,130             |api_football |555               |      |false  |4   |7                 |14                   |3                |1                   |Supercupa                                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|928  |football  |21,131             |api_football |556               |      |false  |4   |7                 |14                   |3                |1                   |Super Cup                                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|929  |football  |21,132             |api_football |497               |      |false  |4   |7                 |14                   |3                |1                   |Japan Football League                               |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|930  |football  |21,133             |api_football |127               |      |false  |4   |7                 |14                   |3                |1                   |Denmark Series - Group 4                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|931  |football  |21,134             |api_football |563               |      |false  |4   |7                 |14                   |3                |1                   |Ettan - Norra                                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|932  |football  |21,135             |api_football |564               |      |false  |4   |7                 |14                   |3                |1                   |Ettan - S?dra                                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|933  |football  |21,579             |api_football |726               |      |false  |4   |7                 |14                   |3                |1                   |Sultan Cup                                          |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|950  |football  |21,136             |api_football |252               |      |false  |4   |7                 |14                   |3                |1                   |Division Profesional - Clausura                     |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|996  |football  |21,192             |api_football |14                |      |false  |4   |7                 |14                   |3                |1                   |UEFA Youth League                                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|997  |football  |21,193             |api_football |18                |      |false  |4   |7                 |14                   |3                |1                   |AFC Cup                                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|998  |football  |21,194             |api_football |20                |      |false  |4   |7                 |14                   |3                |1                   |CAF Confederation Cup                               |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|999  |football  |21,195             |api_football |38                |      |false  |4   |7                 |14                   |3                |1                   |UEFA U21 Championship                               |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,000|football  |21,196             |api_football |425               |      |false  |4   |7                 |14                   |3                |1                   |Premier League                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,001|football  |21,197             |api_football |77                |      |false  |4   |7                 |14                   |3                |1                   |Alagoano                                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,002|football  |21,198             |api_football |337               |      |false  |4   |7                 |14                   |3                |1                   |Druha Liga - Group B                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,003|football  |21,199             |api_football |185               |      |false  |4   |7                 |14                   |3                |1                   |League Cup                                          |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,013|football  |21,209             |api_football |151               |      |false  |4   |7                 |14                   |3                |1                   |Third Amateur Division - VFV A                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,014|football  |21,210             |api_football |33                |      |false  |4   |7                 |14                   |3                |1                   |World Cup - Qualification Oceania                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,024|football  |21,211             |api_football |34                |      |false  |4   |7                 |14                   |3                |1                   |World Cup - Qualification South America             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|3,266|football  |24,095             |api_sport    |1128              |      |false  |4   |7                 |14                   |3                |1                   |Brasileiro U17                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,025|football  |21,212             |api_football |29                |      |false  |4   |7                 |14                   |3                |1                   |World Cup - Qualification Africa                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,026|football  |21,213             |api_football |30                |      |false  |4   |7                 |14                   |3                |1                   |World Cup - Qualification Asia                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,027|football  |21,214             |api_football |149               |      |false  |4   |7                 |14                   |3                |1                   |Second Amateur Division - VFV A                     |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,028|football  |21,215             |api_football |150               |      |false  |4   |7                 |14                   |3                |1                   |Second Amateur Division - VFV B                     |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,029|football  |21,216             |api_football |152               |      |false  |4   |7                 |14                   |3                |1                   |Third Amateur Division - VFV B                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,030|football  |21,217             |api_football |175               |      |false  |4   |7                 |14                   |3                |1                   |Third League - Northeast                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,031|football  |21,218             |api_football |176               |      |false  |4   |7                 |14                   |3                |1                   |Third League - Northwest                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,032|football  |21,219             |api_football |177               |      |false  |4   |7                 |14                   |3                |1                   |Third League - Southeast                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,033|football  |21,220             |api_football |178               |      |false  |4   |7                 |14                   |3                |1                   |Third League - Southwest                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,034|football  |21,221             |api_football |49                |      |false  |4   |7                 |14                   |3                |1                   |National League - Play-offs                         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,035|football  |21,222             |api_football |491               |      |false  |4   |7                 |14                   |3                |1                   |L?gmanssteypid                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,036|football  |21,223             |api_football |493               |      |false  |4   |7                 |14                   |3                |1                   |UEFA U19 Championship                               |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,037|football  |21,224             |api_football |499               |      |false  |4   |7                 |14                   |3                |1                   |Malaysia Cup                                        |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,038|football  |21,225             |api_football |537               |      |false  |4   |7                 |14                   |3                |1                   |CONCACAF U20                                        |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,039|football  |21,226             |api_football |544               |      |false  |4   |7                 |14                   |3                |1                   |FA Cup                                              |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,040|football  |21,227             |api_football |545               |      |false  |4   |7                 |14                   |3                |1                   |AIFF Super Cup                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,041|football  |21,228             |api_football |557               |      |false  |4   |7                 |14                   |3                |1                   |Super Cup                                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,042|football  |21,229             |api_football |256               |      |false  |4   |7                 |14                   |3                |1                   |USL League Two                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,045|football  |21,232             |api_football |391               |      |false  |4   |7                 |14                   |3                |1                   |Super League                                        |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,046|football  |21,233             |api_football |143               |      |false  |4   |7                 |14                   |3                |1                   |Copa del Rey                                        |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,047|football  |21,234             |api_football |405               |      |false  |4   |7                 |14                   |3                |1                   |National Soccer League                              |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,048|football  |21,235             |api_football |409               |      |false  |4   |7                 |14                   |3                |1                   |Premier League                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,049|football  |21,236             |api_football |416               |      |false  |4   |7                 |14                   |3                |1                   |Premier League                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,050|football  |21,237             |api_football |212               |      |false  |4   |7                 |14                   |3                |1                   |Cup                                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,051|football  |21,238             |api_football |384               |      |false  |4   |7                 |14                   |3                |1                   |State Cup                                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,052|football  |21,239             |api_football |285               |      |false  |4   |7                 |14                   |3                |1                   |Cupa Rom?niei                                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,053|football  |21,240             |api_football |321               |      |false  |4   |7                 |14                   |3                |1                   |Cup                                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,054|football  |21,243             |api_football |320               |      |false  |4   |7                 |14                   |3                |1                   |3. Division                                         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,055|football  |21,244             |api_football |5                 |      |false  |4   |7                 |14                   |3                |1                   |UEFA Nations League                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,056|football  |21,245             |api_football |163               |      |false  |4   |7                 |14                   |3                |1                   |Liga de Ascenso                                     |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,058|football  |21,247             |api_football |265               |      |false  |4   |7                 |14                   |3                |1                   |Primera Divisi?n                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,059|football  |21,248             |api_football |266               |      |false  |4   |7                 |14                   |3                |1                   |Primera B                                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,060|football  |21,249             |api_football |277               |      |false  |4   |7                 |14                   |3                |1                   |Super League                                        |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,072|football  |21,270             |api_football |769               |      |false  |4   |7                 |14                   |3                |1                   |Premier League Asia Trophy                          |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,073|football  |21,271             |api_football |904               |      |false  |4   |7                 |14                   |3                |1                   |SheBelieves Cup                                     |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,074|football  |21,272             |api_football |770               |      |false  |4   |7                 |14                   |3                |1                   |Pacific Games                                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,075|football  |21,273             |api_football |772               |      |false  |4   |7                 |14                   |3                |1                   |Leagues Cup                                         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,076|football  |21,274             |api_football |773               |      |false  |4   |7                 |14                   |3                |1                   |Sudamericano U20                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,077|football  |21,275             |api_football |638               |      |false  |4   |7                 |14                   |3                |1                   |Kvindeliga                                          |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,078|football  |21,276             |api_football |642               |      |false  |4   |7                 |14                   |3                |1                   |Cura?ao Sekshon Pag?                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,079|football  |21,277             |api_football |655               |      |false  |4   |7                 |14                   |3                |1                   |Copa Constituci?                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,080|football  |21,279             |api_football |665               |      |false  |4   |7                 |14                   |3                |1                   |Cup                                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,081|football  |21,280             |api_football |677               |      |false  |4   |7                 |14                   |3                |1                   |QSL Cup                                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,082|football  |21,281             |api_football |35                |      |false  |4   |7                 |14                   |3                |1                   |Asian Cup - Qualification                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,083|football  |21,282             |api_football |224               |      |false  |4   |7                 |14                   |3                |1                   |Landesliga - Burgenland                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,084|football  |21,283             |api_football |225               |      |false  |4   |7                 |14                   |3                |1                   |Landesliga - Karnten                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,085|football  |21,284             |api_football |226               |      |false  |4   |7                 |14                   |3                |1                   |Landesliga - Niederosterreich                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,086|football  |21,285             |api_football |227               |      |false  |4   |7                 |14                   |3                |1                   |Landesliga - Oberosterreich                         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,097|football  |21,286             |api_football |228               |      |false  |4   |7                 |14                   |3                |1                   |Landesliga - Salzburg                               |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,098|football  |21,287             |api_football |229               |      |false  |4   |7                 |14                   |3                |1                   |Landesliga - Steiermark                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,099|football  |21,288             |api_football |230               |      |false  |4   |7                 |14                   |3                |1                   |Landesliga - Tirol                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,100|football  |21,289             |api_football |231               |      |false  |4   |7                 |14                   |3                |1                   |Landesliga - Vorarlbergliga                         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,101|football  |21,290             |api_football |232               |      |false  |4   |7                 |14                   |3                |1                   |Landesliga - Wien                                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,102|football  |21,291             |api_football |148               |      |false  |4   |7                 |14                   |3                |1                   |Second Amateur Division - ACFF                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,103|football  |21,292             |api_football |153               |      |false  |4   |7                 |14                   |3                |1                   |Provincial - Antwerpen                              |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,104|football  |21,293             |api_football |154               |      |false  |4   |7                 |14                   |3                |1                   |Provincial - Brabant VFV                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,105|football  |21,294             |api_football |155               |      |false  |4   |7                 |14                   |3                |1                   |Provincial - Hainaut                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,106|football  |21,295             |api_football |156               |      |false  |4   |7                 |14                   |3                |1                   |Provincial - Liege                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,107|football  |21,296             |api_football |157               |      |false  |4   |7                 |14                   |3                |1                   |Provincial - Limburg                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,108|football  |21,297             |api_football |158               |      |false  |4   |7                 |14                   |3                |1                   |Provincial - Luxembourg                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,109|football  |21,298             |api_football |159               |      |false  |4   |7                 |14                   |3                |1                   |Provincial - Namur                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,110|football  |21,299             |api_football |160               |      |false  |4   |7                 |14                   |3                |1                   |Provincial - Oost-Vlaanderen                        |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,111|football  |21,300             |api_football |161               |      |false  |4   |7                 |14                   |3                |1                   |Provincial - West-Vlaanderen                        |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,112|football  |21,301             |api_football |423               |      |false  |4   |7                 |14                   |3                |1                   |Ligue 1                                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,113|football  |21,302             |api_football |424               |      |false  |4   |7                 |14                   |3                |1                   |Ligue 1                                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,115|football  |21,304             |api_football |214               |      |false  |4   |7                 |14                   |3                |1                   |Third NL - Jug                                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,116|football  |21,305             |api_football |215               |      |false  |4   |7                 |14                   |3                |1                   |Third NL - Sjever                                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,117|football  |21,306             |api_football |216               |      |false  |4   |7                 |14                   |3                |1                   |Third NL - Sredite                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,118|football  |21,307             |api_football |217               |      |false  |4   |7                 |14                   |3                |1                   |Third NL - Zapad                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,121|football  |21,310             |api_football |350               |      |false  |4   |7                 |14                   |3                |1                   |4. liga - Divizie A                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,122|football  |21,311             |api_football |351               |      |false  |4   |7                 |14                   |3                |1                   |4. liga - Divizie B                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,123|football  |21,312             |api_football |352               |      |false  |4   |7                 |14                   |3                |1                   |4. liga - Divizie C                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,124|football  |21,313             |api_football |353               |      |false  |4   |7                 |14                   |3                |1                   |4. liga - Divizie D                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,125|football  |21,314             |api_football |354               |      |false  |4   |7                 |14                   |3                |1                   |4. liga - Divizie E                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,126|football  |21,315             |api_football |50                |      |false  |4   |7                 |14                   |3                |1                   |National League - North                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,127|football  |21,316             |api_football |51                |      |false  |4   |7                 |14                   |3                |1                   |National League - South                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,128|football  |21,317             |api_football |546               |      |false  |4   |7                 |14                   |3                |1                   |FAI President's Cup                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,129|football  |21,318             |api_football |52                |      |false  |4   |7                 |14                   |3                |1                   |Non League Div One - Isthmian North                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,130|football  |21,319             |api_football |53                |      |false  |4   |7                 |14                   |3                |1                   |Non League Div One - Isthmian South Central         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,131|football  |21,320             |api_football |54                |      |false  |4   |7                 |14                   |3                |1                   |Non League Div One - Northern West                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,132|football  |21,321             |api_football |55                |      |false  |4   |7                 |14                   |3                |1                   |Non League Div One - Northern Midlands              |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,133|football  |21,322             |api_football |56                |      |false  |4   |7                 |14                   |3                |1                   |Non League Div One - Southern South                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,134|football  |21,323             |api_football |57                |      |false  |4   |7                 |14                   |3                |1                   |Non League Div One - Isthmian South East            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,135|football  |21,324             |api_football |58                |      |false  |4   |7                 |14                   |3                |1                   |Non League Premier - Isthmian                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
|1,136|football  |21,325             |api_football |59                |      |false  |4   |7                 |14                   |3                |1                   |Non League Premier - Northern                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FOOTBALL_MAINTENANCE|
