|id |provider             |sport_code|job_code                                               |endpoint_code      |ingest_mode|enabled|priority|batch_size|max_requests_per_run|retry_limit|cooldown_seconds|days_back|days_forward|notes                                                               |created_at                   |updated_at                   |
|133|api_rugby            |RGB       |api_rugby__RGB_CORE__odds                              |odds               |fast       |false  |9,060   |50        |20                  |3          |0               |0        |3           |RGB CORE odds disabled until paid API                               |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|134|api_cricket          |CK        |api_cricket__CK_CORE__leagues                          |leagues            |fast       |true   |10,010  |50        |20                  |3          |0               |         |            |CK CORE leagues                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|135|api_cricket          |CK        |api_cricket__CK_CORE__teams                            |teams              |fast       |true   |10,020  |50        |20                  |3          |0               |         |            |CK CORE teams                                                       |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|136|api_cricket          |CK        |api_cricket__CK_CORE__fixtures                         |fixtures           |fast       |true   |10,030  |50        |20                  |3          |0               |7        |14          |CK CORE fixtures                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|137|api_cricket          |CK        |api_cricket__CK_CORE__players                          |players            |medium     |true   |10,040  |50        |20                  |3          |0               |         |            |CK CORE players                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|138|api_cricket          |CK        |api_cricket__CK_CORE__coaches                          |coaches            |medium     |true   |10,050  |50        |20                  |3          |0               |         |            |CK CORE coaches                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|139|api_cricket          |CK        |api_cricket__CK_CORE__odds                             |odds               |fast       |false  |10,060  |50        |20                  |3          |0               |0        |3           |CK CORE odds disabled until paid API                                |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|140|api_field_hockey     |FH        |api_field_hockey__FH_CORE__leagues                     |leagues            |fast       |true   |11,010  |50        |20                  |3          |0               |         |            |FH CORE leagues                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|141|api_field_hockey     |FH        |api_field_hockey__FH_CORE__teams                       |teams              |fast       |true   |11,020  |50        |20                  |3          |0               |         |            |FH CORE teams                                                       |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|142|api_field_hockey     |FH        |api_field_hockey__FH_CORE__fixtures                    |fixtures           |fast       |true   |11,030  |50        |20                  |3          |0               |7        |14          |FH CORE fixtures                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|143|api_field_hockey     |FH        |api_field_hockey__FH_CORE__players                     |players            |medium     |true   |11,040  |50        |20                  |3          |0               |         |            |FH CORE players                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|144|api_field_hockey     |FH        |api_field_hockey__FH_CORE__coaches                     |coaches            |medium     |true   |11,050  |50        |20                  |3          |0               |         |            |FH CORE coaches                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|145|api_field_hockey     |FH        |api_field_hockey__FH_CORE__odds                        |odds               |fast       |false  |11,060  |50        |20                  |3          |0               |0        |3           |FH CORE odds disabled until paid API                                |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|146|api_american_football|AFB       |api_american_football__AFB_CORE__leagues               |leagues            |fast       |true   |12,010  |50        |20                  |3          |0               |         |            |AFB CORE leagues                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|147|api_american_football|AFB       |api_american_football__AFB_CORE__teams                 |teams              |fast       |true   |12,020  |50        |20                  |3          |0               |         |            |AFB CORE teams                                                      |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|148|api_american_football|AFB       |api_american_football__AFB_CORE__fixtures              |fixtures           |fast       |true   |12,030  |50        |20                  |3          |0               |7        |14          |AFB CORE fixtures                                                   |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|149|api_american_football|AFB       |api_american_football__AFB_CORE__players               |players            |medium     |true   |12,040  |50        |20                  |3          |0               |         |            |AFB CORE players                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|150|api_american_football|AFB       |api_american_football__AFB_CORE__coaches               |coaches            |medium     |true   |12,050  |50        |20                  |3          |0               |         |            |AFB CORE coaches                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|151|api_american_football|AFB       |api_american_football__AFB_CORE__odds                  |odds               |fast       |false  |12,060  |50        |20                  |3          |0               |0        |3           |AFB CORE odds disabled until paid API                               |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|152|api_esports          |ESP       |api_esports__ESP_CORE__leagues                         |leagues            |fast       |true   |13,010  |50        |20                  |3          |0               |         |            |ESP CORE leagues                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|153|api_esports          |ESP       |api_esports__ESP_CORE__fixtures                        |fixtures           |fast       |true   |13,020  |50        |20                  |3          |0               |7        |14          |ESP CORE fixtures                                                   |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|154|api_esports          |ESP       |api_esports__ESP_CORE__players                         |players            |medium     |true   |13,030  |50        |20                  |3          |0               |         |            |ESP CORE players                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|155|api_esports          |ESP       |api_esports__ESP_CORE__coaches                         |coaches            |medium     |true   |13,040  |50        |20                  |3          |0               |         |            |ESP CORE coaches                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|156|api_esports          |ESP       |api_esports__ESP_CORE__odds                            |odds               |fast       |false  |13,050  |50        |20                  |3          |0               |0        |3           |ESP CORE odds disabled until paid API                               |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|157|api_darts            |DRT       |api_darts__DRT_CORE__leagues                           |leagues            |fast       |true   |14,010  |50        |20                  |3          |0               |         |            |DRT CORE tournaments                                                |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|158|api_darts            |DRT       |api_darts__DRT_CORE__fixtures                          |fixtures           |fast       |true   |14,020  |50        |20                  |3          |0               |7        |14          |DRT CORE fixtures                                                   |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|159|api_darts            |DRT       |api_darts__DRT_CORE__players                           |players            |medium     |true   |14,030  |50        |20                  |3          |0               |         |            |DRT CORE players                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|160|api_darts            |DRT       |api_darts__DRT_CORE__rankings                          |rankings           |medium     |true   |14,040  |50        |20                  |3          |0               |         |            |DRT CORE rankings                                                   |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|161|api_darts            |DRT       |api_darts__DRT_CORE__odds                              |odds               |fast       |false  |14,050  |50        |20                  |3          |0               |0        |3           |DRT CORE odds disabled until paid API                               |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
