|norm_name              |id    |name                   |ext_source      |ext_team_id |matches_used|
|dukla praha ii            |14,523|Dukla Praha II            |api_football    |15132        |61          |
|dukla praha ii            |26,156|Dukla Praha II            |api_sport       |15132        |1           |
|dunajska streda           |13,147|Dunajska Streda           |api_football    |2257         |98          |
|dunajska streda           |27,735|Dunajska Streda           |api_sport       |2257         |1           |
|dunkerque                 |12,935|Dunkerque                 |api_football    |1304         |74          |
|dunkerque                 |25,878|Dunkerque                 |api_sport       |1304         |1           |
|dynamo                    |13,652|Dynamo                    |api_football    |1088         |60          |
|dynamo                    |27,657|Dynamo                    |api_sport       |1088         |1           |
|dynamo dresden            |14,244|Dynamo Dresden            |api_football    |183          |114         |
|dynamo dresden            |26,639|Dynamo Dresden            |api_sport       |183          |1           |
|dynamo kyiv               |12,873|Dynamo Kyiv               |api_football    |572          |60          |
|dynamo kyiv               |27,547|Dynamo Kyiv               |api_sport       |572          |1           |
|dynamos                   |26,107|Dynamos                   |api_sport       |5221         |1           |
|dynamos                   |28,728|Dynamos                   |api_football    |5221         |0           |
|dzcespor                  |15,493|D?zcespor                 |api_football    |7399         |72          |
|dzcespor                  |26,267|Düzcespor                 |api_sport       |7399         |1           |
|egersund                  |13,014|Egersund                  |api_football    |6976         |17          |
|egersund                  |25,828|Egersund                  |api_sport       |6976         |1           |
|egnatia rrogozhin         |13,526|Egnatia Rrogozhin?        |api_football    |3327         |76          |
|egnatia rrogozhin         |25,824|Egnatia Rrogozhinë        |api_sport       |3327         |1           |
|eibar                     |12,429|Eibar                     |api_football    |545          |130         |
|eibar                     |1,161 |Eibar                     |football_data_uk|Eibar        |114         |
|eibar                     |27,752|Eibar                     |api_sport       |545          |1           |
|eintracht frankfurt       |71    |Eintracht Frankfurt       |football_data   |19           |302         |
|eintracht frankfurt       |12,072|Eintracht Frankfurt       |api_football    |169          |102         |
|eintracht frankfurt       |27,218|Eintracht Frankfurt       |api_sport       |169          |1           |
|ejea                      |26,324|Ejea                      |api_sport       |9589         |1           |
|ejea                      |28,811|Ejea                      |api_football    |9589         |0           |
|elche                     |12,606|Elche                     |api_football    |797          |122         |
|elche                     |26,687|Elche                     |api_sport       |797          |1           |
|el dmanyurdu spor         |14,520|??el ?dmanyurdu Spor      |api_football    |6546         |73          |
|el dmanyurdu spor         |27,355|İçel İdmanyurdu Spor      |api_sport       |6546         |1           |
|emmen                     |13,306|Emmen                     |api_football    |208          |118         |
|emmen                     |25,843|Emmen                     |api_sport       |208          |1           |
|empoli                    |1,083 |Empoli                    |football_data_uk|Empoli       |190         |
|empoli                    |12,135|Empoli                    |api_football    |511          |114         |
|empoli                    |27,097|Empoli                    |api_sport       |511          |1           |
|enisey                    |12,893|Enisey                    |api_football    |1089         |68          |
|enisey                    |26,108|Enisey                    |api_sport       |1089         |1           |
|enosis                    |13,660|Enosis                    |api_football    |3399         |102         |
|enosis                    |27,072|Enosis                    |api_sport       |3399         |1           |
|escobedo                  |14,457|Escobedo                  |api_football    |9386         |2           |
|escobedo                  |27,493|Escobedo                  |api_sport       |9386         |1           |
|esenler erokspor          |13,486|Esenler Erokspor          |api_football    |7402         |113         |
|esenler erokspor          |27,701|Esenler Erokspor          |api_sport       |7402         |1           |
|espanyol                  |12,091|Espanyol                  |api_football    |540          |122         |
|espanyol                  |25,884|Espanyol                  |api_sport       |540          |1           |
|espanyol ii               |16,990|Espanyol II               |api_football    |9590         |2           |
|espanyol ii               |27,713|Espanyol II               |api_sport       |9590         |1           |
|esperana dandorra         |13,100|Esperan?a d'Andorra       |api_football    |19195        |56          |
|esperana dandorra         |27,279|Esperança d'Andorra       |api_sport       |19195        |1           |
|estepona                  |14,373|Estepona                  |api_football    |15358        |4           |
|estepona                  |26,332|Estepona                  |api_sport       |15358        |1           |
|estrela                   |12,158|Estrela                   |api_football    |15130        |104         |
|estrela                   |27,496|Estrela                   |api_sport       |15130        |1           |
|etimesgut sk              |14,966|Etimesgut SK              |api_football    |3587         |74          |
|etimesgut sk              |26,552|Etimesgut SK              |api_sport       |3587         |1           |
|extremadura 1924          |26,331|Extremadura 1924          |api_sport       |24612        |1           |
|extremadura 1924          |28,769|Extremadura 1924          |api_football    |24612        |0           |
|eypspor                   |12,919|Ey?pspor                  |api_football    |3588         |109         |
|eypspor                   |25,704|Eyüpspor                  |api_sport       |3588         |1           |
|f91 dudelange             |13,366|F91 Dudelange             |api_football    |578          |60          |
|f91 dudelange             |27,264|F91 Dudelange             |api_sport       |578          |1           |
|fafe                      |14,681|Fafe                      |api_football    |809          |60          |
|fafe                      |27,459|Fafe                      |api_sport       |809          |1           |
|fakel                     |12,309|Fakel                     |api_football    |1993         |60          |
|fakel                     |27,246|Fakel                     |api_sport       |1993         |1           |
|falkenbergs ff            |28,682|Falkenbergs FF            |api_football    |812          |2           |
|falkenbergs ff            |26,590|Falkenbergs FF            |api_sport       |812          |1           |
|fap                       |25,777|FAP                       |api_sport       |19845        |1           |
|fap                       |27,464|FAP                       |api_sport       |16525        |1           |
|farense                   |1,133 |Farense                   |football_data_uk|Farense      |102         |
|farense                   |12,152|Farense                   |api_football    |231          |102         |
|fatih karagmrk            |13,572|Fatih Karag?mr?k          |api_football    |3589         |77          |
|fatih karagmrk            |26,243|Fatih Karagümrük          |api_sport       |3589         |1           |
|fc andorra                |16,827|FC Andorra                |api_football    |8157         |84          |
|fc andorra                |27,488|FC Andorra                |api_sport       |8157         |1           |
|fc astana                 |13,591|FC Astana                 |api_football    |562          |24          |
|fc astana                 |26,882|FC Astana                 |api_sport       |562          |1           |
|fc augsburg               |528   |FC Augsburg               |football_data   |16           |294         |
|fc augsburg               |12,073|FC Augsburg               |api_football    |170          |102         |
|fc basel 1893             |13,290|FC Basel 1893             |api_football    |551          |76          |
|fc basel 1893             |26,807|FC Basel 1893             |api_sport       |551          |1           |
|fc bw linz                |13,243|FC BW Linz                |api_football    |1394         |94          |
|fc bw linz                |27,539|FC BW Linz                |api_sport       |1394         |1           |
|fc cartagena              |12,348|FC Cartagena              |api_football    |5262         |126         |
|fc cartagena              |27,344|FC Cartagena              |api_sport       |5262         |1           |
|fc differdange 03         |13,501|FC Differdange 03         |api_football    |684          |60          |
|fc differdange 03         |27,265|FC Differdange 03         |api_sport       |684          |1           |
|fc ingolstadt 04          |13,984|FC Ingolstadt 04          |api_football    |184          |114         |
|fc ingolstadt 04          |27,799|FC Ingolstadt 04          |api_sport       |184          |1           |
|fc krasnodar              |12,462|FC Krasnodar              |api_football    |621          |60          |
|fc krasnodar              |27,015|FC Krasnodar              |api_sport       |621          |1           |
|fc levadia tallinn        |13,215|FC Levadia Tallinn        |api_football    |2273         |35          |
|fc levadia tallinn        |26,286|FC Levadia Tallinn        |api_sport       |2273         |1           |
|fc midtjylland            |12,310|FC Midtjylland            |api_football    |397          |97          |
|fc midtjylland            |27,729|FC Midtjylland            |api_sport       |397          |1           |
|fc noah                   |12,624|FC Noah                   |api_football    |3684         |66          |
|fc noah                   |26,867|FC Noah                   |api_sport       |3684         |1           |
|fc orenburg               |13,509|FC Orenburg               |api_football    |1080         |60          |
|fc orenburg               |26,120|FC Orenburg               |api_sport       |1080         |1           |
|fc porto                  |576   |FC Porto                  |football_data   |503          |294         |
|fc porto                  |12,142|FC Porto                  |api_football    |212          |102         |
|fc porto                  |27,770|FC Porto                  |api_sport       |212          |1           |
|fc porto b                |14,530|FC Porto B                |api_football    |243          |68          |
|fc porto b                |27,499|FC Porto B                |api_sport       |243          |1           |
|fc saarbrcken             |12,307|FC Saarbr?cken            |api_football    |1639         |116         |
|fc saarbrcken             |27,495|FC Saarbrücken            |api_sport       |1639         |1           |
|fc santa coloma           |12,376|FC Santa Coloma           |api_football    |591          |54          |
|fc santa coloma           |26,624|FC Santa Coloma           |api_sport       |591          |1           |
|fc st gallen              |12,461|FC ST. Gallen             |api_football    |1011         |76          |
|fc st gallen              |26,806|FC ST. Gallen             |api_sport       |1011         |1           |
|fc st pauli               |12,079|FC St. Pauli              |api_football    |186          |102         |
|fc st pauli               |27,217|FC St. Pauli              |api_sport       |186          |1           |
|fc thun                   |12,827|FC Thun                   |api_football    |1012         |110         |
|fc thun                   |27,523|FC Thun                   |api_sport       |1012         |1           |
|fc ufa                    |12,268|FC UFA                    |api_football    |1078         |34          |
|fc ufa                    |25,695|FC UFA                    |api_sport       |1078         |1           |
|fc volendam               |571   |FC Volendam               |football_data   |1919         |125         |
|fc volendam               |12,604|FC Volendam               |api_football    |416          |106         |
|fc volendam               |27,832|FC Volendam               |api_sport       |416          |1           |
|fehrvr fc                 |13,129|Feh?rv?r FC               |api_football    |610          |99          |
|fehrvr fc                 |27,006|Fehérvár FC               |api_sport       |610          |1           |
|feirense                  |14,694|Feirense                  |api_football    |213          |68          |
|feirense                  |1,142 |Feirense                  |football_data_uk|Feirense     |34          |
|feirense                  |25,823|Feirense                  |api_sport       |213          |1           |
|felgueiras 1932           |13,749|Felgueiras 1932           |api_football    |4744         |62          |
|felgueiras 1932           |26,306|Felgueiras 1932           |api_sport       |4744         |1           |
|fenerbahe                 |13,008|Fenerbah?e                |api_football    |611          |74          |
|fenerbahe                 |27,698|Fenerbahçe                |api_sport       |611          |1           |
|ferencvarosi tc           |13,171|Ferencvarosi TC           |api_football    |651          |99          |
|ferencvarosi tc           |27,742|Ferencvarosi TC           |api_sport       |651          |1           |
|ferizaj                   |12,729|Ferizaj                   |api_football    |14394        |36          |
|ferizaj                   |25,696|Ferizaj                   |api_sport       |14394        |1           |
|feronikeli                |12,365|Feronikeli                |api_football    |4132         |73          |
|feronikeli                |26,615|Feronikeli                |api_sport       |4132         |1           |
|fethiyespor               |14,247|Fethiyespor               |api_football    |3590         |108         |
|fethiyespor               |26,351|Fethiyespor               |api_sport       |3590         |1           |
|feyenoord                 |1,098 |Feyenoord                 |football_data_uk|Feyenoord    |252         |
|feyenoord                 |12,172|Feyenoord                 |api_football    |209          |102         |
|feyenoord                 |27,529|Feyenoord                 |api_sport       |209          |1           |
|fiorentina                |12,131|Fiorentina                |api_football    |502          |114         |
|fiorentina                |26,994|Fiorentina                |api_sport       |502          |1           |
|fk crvena zvezda          |13,376|FK Crvena Zvezda          |api_football    |598          |74          |
|fk crvena zvezda          |27,255|FK Crvena Zvezda          |api_sport       |598          |1           |
|fk neftekhimik            |13,543|FK Neftekhimik            |api_football    |2001         |68          |
|fk neftekhimik            |27,245|FK Neftekhimik            |api_sport       |2001         |1           |
|fk partizan               |12,255|FK Partizan               |api_football    |573          |74          |
|fk partizan               |27,697|FK Partizan               |api_sport       |573          |1           |
|fk spartak zdrepceva krv  |12,716|FK Spartak Zdrepceva KRV  |api_football    |2251         |74          |
|fk spartak zdrepceva krv  |27,257|FK Spartak Zdrepceva KRV  |api_sport       |2251         |1           |
|fk trakai                 |13,230|FK Trakai                 |api_football    |638          |31          |
|fk trakai                 |26,629|FK Trakai                 |api_sport       |638          |1           |
|fk trayal                 |13,108|FK Trayal                 |api_football    |2651         |37          |
|fk trayal                 |25,709|FK Trayal                 |api_sport       |2651         |1           |
|flamurtari                |12,811|Flamurtari                |api_football    |3317         |69          |
|flamurtari                |27,704|Flamurtari                |api_sport       |3317         |1           |
|foggia                    |14,188|Foggia                    |api_football    |521          |132         |
|foggia                    |27,664|Foggia                    |api_sport       |521          |1           |
|folgore                   |13,139|Folgore                   |api_football    |672          |65          |
|folgore                   |27,086|Folgore                   |api_sport       |672          |1           |
|fortuna sittard           |572   |Fortuna Sittard           |football_data   |1920         |287         |
|fortuna sittard           |12,169|Fortuna Sittard           |api_football    |205          |102         |
|fortuna sittard           |26,896|Fortuna Sittard           |api_sport       |205          |1           |
|francs borains            |13,532|Francs Borains            |api_football    |5805         |60          |
|francs borains            |27,262|Francs Borains            |api_sport       |5805         |1           |
|fratria                   |13,683|Fratria                   |api_football    |21836        |38          |
|fratria                   |26,944|Fratria                   |api_sport       |21836        |1           |
|frdlant                   |14,882|Fr?dlant                  |api_football    |7289         |68          |
|frdlant                   |26,153|Frýdlant                  |api_sport       |7289         |1           |
|fredrikstad               |13,089|Fredrikstad               |api_football    |2149         |35          |
|fredrikstad               |27,725|Fredrikstad               |api_sport       |2149         |1           |
|frosinone                 |12,751|Frosinone                 |api_football    |512          |114         |
|frosinone                 |1,086 |Frosinone                 |football_data_uk|Frosinone    |76          |
|frosinone                 |27,094|Frosinone                 |api_sport       |512          |1           |
|fs jelgava                |12,747|FS Jelgava                |api_football    |18834        |32          |
|fs jelgava                |26,576|FS Jelgava                |api_sport       |18834        |1           |
|fulham                    |11,906|Fulham                    |api_football    |36           |114         |
|fulham                    |26,596|Fulham                    |api_sport       |36           |1           |
|gaziantep fk              |12,711|Gaziantep FK              |api_football    |3573         |74          |
|gaziantep fk              |26,242|Gaziantep FK              |api_sport       |3573         |1           |
|genk                      |977   |Genk                      |football_data_uk|Genk         |267         |
|genk                      |12,254|Genk                      |api_football    |742          |121         |
|genlerbirlii sk           |12,851|Gen?lerbirli?i S.K.       |api_football    |997          |108         |
|genlerbirlii sk           |25,811|Gençlerbirliği S.K.       |api_sport       |997          |1           |
|genoa                     |12,126|Genoa                     |api_football    |495          |114         |
|genoa                     |27,694|Genoa                     |api_sport       |495          |1           |
|gent                      |979   |Gent                      |football_data_uk|Gent         |267         |
|gent                      |12,719|Gent                      |api_football    |631          |121         |
|gent                      |27,253|Gent                      |api_sport       |631          |1           |
|gernika                   |16,963|Gernika                   |api_football    |5263         |2           |
|gernika                   |26,326|Gernika                   |api_sport       |5263         |1           |
|getafe                    |12,095|Getafe                    |api_football    |546          |114         |
|getafe                    |27,486|Getafe                    |api_sport       |546          |1           |
|getafe ii                 |14,477|Getafe II                 |api_football    |9572         |2           |
|getafe ii                 |26,246|Getafe II                 |api_sport       |9572         |1           |
|gif sundsvall             |13,195|GIF Sundsvall             |api_football    |373          |36          |
|gif sundsvall             |26,595|GIF Sundsvall             |api_sport       |373          |1           |
|gil vicente               |12,155|GIL Vicente               |api_football    |762          |102         |
|gil vicente               |27,497|GIL Vicente               |api_sport       |762          |1           |
|gimnstica segoviana       |16,957|Gimn?stica Segoviana      |api_football    |9387         |2           |
|gimnstica segoviana       |27,352|Gimnástica Segoviana      |api_sport       |9387         |1           |
|giugliano                 |14,644|Giugliano                 |api_football    |9556         |121         |
|giugliano                 |26,931|Giugliano                 |api_sport       |9556         |1           |
|gjilani                   |12,599|Gjilani                   |api_football    |12772        |72          |
|gjilani                   |25,697|Gjilani                   |api_sport       |12772        |1           |
|gks katowice              |12,246|GKS Katowice              |api_football    |3484         |102         |
|gks katowice              |26,989|GKS Katowice              |api_sport       |3484         |1           |
|go ahead eagles           |568   |Go Ahead Eagles           |football_data   |718          |193         |
|go ahead eagles           |12,175|GO Ahead Eagles           |api_football    |410          |104         |
|go ahead eagles           |26,894|GO Ahead Eagles           |api_sport       |410          |1           |
|gornik zabrze             |12,718|Gornik Zabrze             |api_football    |340          |102         |
|gornik zabrze             |26,477|Gornik Zabrze             |api_sport       |340          |1           |
|grafiar                   |13,512|Grafi?ar                  |api_football    |4252         |74          |
|grafiar                   |25,706|Grafičar                  |api_sport       |4252         |1           |
|granada cf                |12,732|Granada CF                |api_football    |715          |122         |
|granada cf                |27,894|Granada CF                |api_sport       |715          |1           |
|granada ii                |17,007|Granada II                |api_football    |9599         |4           |
|granada ii                |26,393|Granada II                |api_sport       |9599         |1           |
|grasshoppers              |13,657|Grasshoppers              |api_football    |1013         |80          |
|grasshoppers              |27,520|Grasshoppers              |api_sport       |1013         |1           |
|grazer ak                 |12,680|Grazer AK                 |api_football    |4256         |92          |
|grazer ak                 |27,541|Grazer AK                 |api_sport       |4256         |1           |
|grbalj                    |12,218|Grbalj                    |api_football    |3737         |68          |
|grbalj                    |27,170|Grbalj                    |api_sport       |3737         |1           |
|grnik polkowice           |15,032|G?rnik Polkowice          |api_football    |9132         |34          |
|grnik polkowice           |26,311|Górnik Polkowice          |api_sport       |9132         |1           |
|groene ster               |17,001|Groene Ster               |api_football    |1236         |2           |
|groene ster               |26,922|Groene Ster               |api_sport       |1236         |1           |
|gubbio                    |14,497|Gubbio                    |api_football    |866          |124         |
|gubbio                    |27,872|Gubbio                    |api_sport       |866          |1           |
|gudja united              |12,842|Gudja United              |api_football    |4616         |48          |
|gudja united              |26,875|Gudja United              |api_sport       |4616         |1           |
|guidonia montecelio 1937  |15,300|Guidonia Montecelio 1937  |api_football    |882          |77          |
|guidonia montecelio 1937  |27,660|Guidonia Montecelio 1937  |api_sport       |882          |1           |
|guilas                    |27,755|Águilas                   |api_sport       |9823         |1           |
|guilas                    |28,822|?guilas                   |api_football    |9823         |0           |
|guimaraes                 |12,146|Guimaraes                 |api_football    |224          |102         |
|guimaraes                 |27,930|Guimaraes                 |api_sport       |224          |1           |
|guimaraes b               |16,730|Guimaraes B               |api_football    |232          |28          |
|guimaraes b               |26,451|Guimaraes B               |api_sport       |232          |1           |
|guingamp                  |13,686|Guingamp                  |api_football    |90           |111         |
|guingamp                  |1,035 |Guingamp                  |football_data_uk|Guingamp     |38          |
|gvora                     |26,513|Gévora                    |api_sport       |25032        |1           |
|gvora                     |28,772|G?vora                    |api_football    |25032        |0           |
|gyirmot se                |12,406|Gyirmot SE                |api_football    |2398         |102         |
|gyirmot se                |27,550|Gyirmot SE                |api_sport       |2398         |1           |
|halmstad                  |12,614|Halmstad                  |api_football    |766          |36          |
|halmstad                  |27,621|Halmstad                  |api_sport       |766          |1           |
|halmstad                  |28,368|Halmstad                  |api_hockey      |1188         |0           |
|hamburger sv              |12,379|Hamburger SV              |api_football    |175          |104         |
|hamburger sv              |523   |Hamburger SV              |football_data   |7            |55          |
|hamrun spartans           |12,373|Hamrun Spartans           |api_football    |4626         |60          |
|hamrun spartans           |26,832|Hamrun Spartans           |api_sport       |4626         |1           |
|hannover 96               |13,207|Hannover 96               |api_football    |166          |102         |
|hannover 96               |26,636|Hannover 96               |api_sport       |166          |1           |
|hannover 96 ii            |14,391|Hannover 96 II            |api_football    |9341         |38          |
|hannover 96 ii            |27,046|Hannover 96 II            |api_sport       |9341         |1           |
|hapoel beer sheva         |13,721|Hapoel Beer Sheva         |api_football    |563          |72          |
|hapoel beer sheva         |25,839|Hapoel Beer Sheva         |api_sport       |563          |1           |
|hapoel katamon            |14,462|Hapoel Katamon            |api_football    |4486         |69          |
|hapoel katamon            |27,793|Hapoel Katamon            |api_sport       |4486         |1           |
|hapoel kfar saba          |13,892|Hapoel Kfar Saba          |api_football    |4497         |112         |
|hapoel kfar saba          |25,809|Hapoel Kfar Saba          |api_sport       |4497         |1           |
|hapoel raanana            |14,231|Hapoel Ra'anana           |api_football    |4509         |37          |
|hapoel raanana            |25,806|Hapoel Ra'anana           |api_sport       |4509         |1           |
|hapoel rishon lezion      |14,127|Hapoel Rishon LeZion      |api_football    |4491         |111         |
|hapoel rishon lezion      |25,820|Hapoel Rishon LeZion      |api_sport       |4491         |1           |
|hellas verona             |12,133|Hellas Verona             |api_football    |504          |115         |
|hellas verona             |26,993|Hellas Verona             |api_sport       |504          |1           |
|helsingborg               |12,468|Helsingborg               |api_football    |811          |34          |
|helsingborg               |26,594|Helsingborg               |api_sport       |811          |1           |
|hertha bsc                |12,920|Hertha BSC                |api_football    |159          |102         |
|hertha bsc                |26,641|Hertha BSC                |api_sport       |159          |1           |
|highlanders               |26,814|Highlanders               |api_sport       |5224         |1           |
|highlanders               |28,730|Highlanders               |api_football    |5224         |0           |
|hnk cibalia               |14,548|HNK Cibalia               |api_football    |1021         |99          |
|hnk cibalia               |26,482|HNK Cibalia               |api_sport       |1021         |1           |
|hnk hajduk split          |13,003|HNK Hajduk Split          |api_football    |608          |108         |
|hnk hajduk split          |26,996|HNK Hajduk Split          |api_sport       |608          |1           |
|hnk rijeka                |12,607|HNK Rijeka                |api_football    |561          |108         |
|hnk rijeka                |27,693|HNK Rijeka                |api_sport       |561          |1           |
|hodonn                    |14,064|Hodon?n                   |api_football    |7297         |102         |
|hodonn                    |26,149|Hodonín                   |api_sport       |7297         |1           |
|holstein kiel             |12,080|Holstein Kiel             |api_football    |191          |102         |
|holstein kiel             |1,054 |Holstein Kiel             |football_data_uk|Holstein Kiel|34          |
|hradec krlov              |12,350|Hradec Kr?lov?            |api_football    |3723         |69          |
|hradec krlov              |27,211|Hradec Králové            |api_sport       |3723         |1           |
|hradec krlov ii           |14,732|Hradec Kr?lov? II         |api_football    |14495        |92          |
|hradec krlov ii           |26,967|Hradec Králové II         |api_sport       |14495        |1           |
|hrcules                   |25,977|Hércules                  |api_sport       |26156        |1           |
|hrcules                   |27,738|Hércules                  |api_sport       |4666         |1           |
|hrcules                   |28,783|H?rcules                  |api_football    |4666         |0           |
|huesca                    |12,552|Huesca                    |api_football    |726          |126         |
|huesca                    |1,162 |Huesca                    |football_data_uk|Huesca       |76          |
|ibiza islas pitiusas      |26,358|Ibiza Islas Pitiusas      |api_sport       |9781         |1           |
|ibiza islas pitiusas      |28,818|Ibiza Islas Pitiusas      |api_football    |9781         |0           |
|idr fk                    |13,283|I?d?r FK                  |api_football    |17259        |80          |
|idr fk                    |26,699|Iğdır FK                  |api_sport       |17259        |1           |
|if brommapojkarna         |12,408|IF Brommapojkarna         |api_football    |371          |38          |
|if brommapojkarna         |26,589|IF Brommapojkarna         |api_sport       |371          |1           |
|if elfsborg               |13,331|IF Elfsborg               |api_football    |372          |35          |
|if elfsborg               |26,592|IF Elfsborg               |api_sport       |372          |1           |
|ifk goteborg              |12,425|IFK Goteborg              |api_football    |366          |36          |
|ifk goteborg              |27,187|IFK Goteborg              |api_sport       |366          |1           |
|igalo                     |12,673|Igalo                     |api_football    |3746         |68          |
|igalo                     |27,169|Igalo                     |api_sport       |3746         |1           |
|imt novi beograd          |13,604|IMT Novi Beograd          |api_football    |12316        |74          |
|imt novi beograd          |27,258|IMT Novi Beograd          |api_sport       |12316        |1           |
|inter                     |12,134|Inter                     |api_football    |505          |114         |
|inter                     |25,936|Inter                     |api_sport       |26154        |1           |
|inter                     |27,888|Inter                     |api_sport       |505          |1           |
|inter club descaldes      |12,227|Inter Club d'Escaldes     |api_football    |3342         |54          |
|inter club descaldes      |26,625|Inter Club d'Escaldes     |api_sport       |3342         |1           |
|internacional podgorica   |28,631|Internacional Podgorica   |api_football    |21530        |36          |
|internacional podgorica   |26,819|Internacional Podgorica   |api_sport       |21530        |1           |
|iraklis 1908              |13,314|Iraklis 1908              |api_football    |17991        |88          |
|iraklis 1908              |26,859|Iraklis 1908              |api_sport       |17991        |1           |
|iskra                     |13,228|Iskra                     |api_football    |3738         |68          |
|iskra                     |13,255|Iskra                     |api_football    |5372         |48          |
|iskra                     |25,717|Iskra                     |api_sport       |3738         |1           |
|isparta 32 spor           |14,720|Isparta 32 Spor           |api_football    |6523         |106         |
|isparta 32 spor           |26,206|Isparta 32 Spor           |api_sport       |6523         |1           |
|ivncsa                    |15,118|Iv?ncsa                   |api_football    |5104         |2           |
|ivncsa                    |26,739|Iváncsa                   |api_sport       |5104         |1           |
|ivory coast               |662   |Ivory Coast               |football_data   |1935         |3           |
|ivory coast               |11,897|Ivory Coast               |                |             |0           |
|jedinstvo ub              |12,520|Jedinstvo Ub              |api_football    |12319        |74          |
|jedinstvo ub              |25,744|Jedinstvo Ub              |api_sport       |12319        |1           |
|jeunesse canach           |12,664|Jeunesse Canach           |api_football    |2029         |1           |
|jeunesse canach           |27,270|Jeunesse Canach           |api_sport       |2029         |1           |
|jong az                   |13,426|Jong AZ                   |api_football    |418          |114         |
|jong az                   |25,842|Jong AZ                   |api_sport       |418          |1           |
|jong utrecht              |12,411|Jong Utrecht              |api_football    |428          |114         |
|jong utrecht              |27,531|Jong Utrecht              |api_sport       |428          |1           |
|jove espaol               |26,277|Jove Español              |api_sport       |9694         |1           |
|jove espaol               |28,814|Jove Espa?ol              |api_football    |9694         |0           |
|juvenes dogana            |13,549|Juvenes / Dogana          |api_football    |5302         |64          |
|juvenes dogana            |27,091|Juvenes / Dogana          |api_sport       |5302         |1           |
|juventud torremolinos     |26,318|Juventud Torremolinos     |api_sport       |15359        |1           |
|juventud torremolinos     |28,764|Juventud Torremolinos     |api_football    |15359        |0           |
|juventus u23              |13,829|Juventus U23              |api_football    |1715         |131         |
|juventus u23              |26,496|Juventus U23              |api_sport       |1715         |1           |
|juve stabia               |12,849|Juve Stabia               |api_football    |863          |120         |
|juve stabia               |27,099|Juve Stabia               |api_sport       |863          |1           |
|kafr qasim                |13,887|Kafr Qasim                |api_football    |4493         |111         |
|kafr qasim                |25,821|Kafr Qasim                |api_sport       |4493         |1           |
|kaisar                    |13,626|Kaisar                    |api_football    |4562         |26          |
|kaisar                    |26,470|Kaisar                    |api_sport       |4562         |1           |
|kalisz                    |14,567|Kalisz                    |api_football    |12801        |105         |
|kalisz                    |26,304|Kalisz                    |api_sport       |12801        |1           |
|kalju nomme               |13,515|Kalju Nomme               |api_football    |662          |37          |
|kalju nomme               |26,679|Kalju Nomme               |api_sport       |662          |1           |
|kamaz                     |12,654|KAMAZ                     |api_football    |6801         |68          |
|kamaz                     |26,109|KAMAZ                     |api_sport       |6801         |1           |
|kampaniakos chalastra     |12,846|Kampaniakos Chalastra     |api_football    |20683        |60          |
|kampaniakos chalastra     |26,857|Kampaniakos Chalastra     |api_sport       |20683        |1           |
|kapaz                     |13,165|Kapaz                     |api_football    |5490         |72          |
|kapaz                     |25,763|Kapaz                     |api_sport       |5490         |1           |
|karakpr belediyespor      |14,215|Karak?pr? Belediyespor    |api_football    |7408         |34          |
|karakpr belediyespor      |26,260|Karaköprü Belediyespor    |api_sport       |7408         |1           |
|karaman belediyespor      |14,469|Karaman Belediyespor      |api_football    |6526         |70          |
|karaman belediyespor      |26,204|Karaman Belediyespor      |api_sport       |6526         |1           |
|karlovac 1919             |12,781|Karlovac 1919             |api_football    |15295        |60          |
|karlovac 1919             |26,483|Karlovac 1919             |api_sport       |15295        |1           |
|karlovy vary              |16,991|Karlovy Vary              |api_football    |7306         |30          |
|karlovy vary              |28,420|Karlovy Vary              |api_hockey      |125          |0           |
|karlsruher sc             |13,321|Karlsruher SC             |api_football    |785          |102         |
|karlsruher sc             |26,638|Karlsruher SC             |api_sport       |785          |1           |
|karpaty                   |12,954|Karpaty                   |api_football    |3617         |58          |
|karpaty                   |26,902|Karpaty                   |api_sport       |3617         |1           |
|karvin                    |13,126|Karvin?                   |api_football    |3716         |69          |
|karvin                    |27,213|Karviná                   |api_sport       |3716         |1           |
|karvin ii                 |14,133|Karvin? II                |api_football    |15134        |68          |
|karvin ii                 |26,144|Karviná II                |api_sport       |15134        |1           |
|kasmpaa                   |13,428|Kas?mpa?a                 |api_football    |1004         |74          |
|kasmpaa                   |26,697|Kasımpaşa                 |api_sport       |1004         |1           |
|kaspiy                    |13,446|Kaspiy                    |api_football    |4552         |30          |
|kaspiy                    |26,141|Kaspiy                    |api_sport       |4552         |1           |
|kavala                    |12,521|Kavala                    |api_football    |5049         |26          |
|kavala                    |26,855|Kavala                    |api_sport       |5049         |1           |
|kayserispor               |12,502|Kayserispor               |api_football    |1001         |74          |
|kayserispor               |25,812|Kayserispor               |api_sport       |1001         |1           |
|kazincbarcikai            |13,510|Kazincbarcikai            |api_football    |2410         |102         |
|kazincbarcikai            |27,690|Kazincbarcikai            |api_sport       |2410         |1           |
|kecskemti te              |12,813|Kecskem?ti TE             |api_football    |5111         |99          |
|kecskemti te              |25,845|Kecskeméti TE             |api_sport       |5111         |1           |
|keshla fc                 |13,680|Keshla FC                 |api_football    |666          |63          |
|keshla fc                 |26,352|Keshla FC                 |api_sport       |666          |1           |
|kifisia                   |13,651|Kifisia                   |api_football    |5050         |87          |
|kifisia                   |25,781|Kifisia                   |api_sport       |5050         |1           |
